nombre,link,direccion,tipo,categoria,telefono,email,web,coordenadas,web_interna,situacion_caminos_de_santiago,soles_repsol,horario_de_admisión:,tipos_de_servicios,regímenes,plazas_totales_calculadas,clasificación,servicios_de_autocaravanas,situacion_acceso,declaración,principales_monumentos,número_de_tiendas,tipo_tiendas,actividades,servicios_convenciones,alquiler,habitaciones,más_información,descripción_de_actividades,navegación,períodos_de_funcionamiento,servicios_de_las_instalaciones,servicios_de_la_población,características,rango,accesibilidad,estrellas_michelin,situación,superficie,servicios,información_y_equipamientos,artesanos,actividad_del_taller,otras_características,salones,tarjetas,estilos,orden_religiosa,el_paseo,accesibilidad_a_tener_en_cuenta
PREMIO,https://www.turismo.gal/recurso/-/detalle/32657/premio?langId=es_ES&tp=24&ctre=142,PEREGRINA 29 BX. 2 Pontevedra - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 103 528,,,"42º 25' 46.7"" N - 8º 38' 34.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROYECTOS,https://www.turismo.gal/recurso/-/detalle/v-po-008403/proyectos?langId=es_ES&tp=1001549&ctre=40000240,PINTOR LAXEIRO 35 BAIXO 36003 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUB BAZAAR,https://www.turismo.gal/recurso/-/detalle/171219000072/pub-bazaar?langId=es_ES&tp=1001549&ctre=40000240,"Plaza TEUCRO, nº 4-6 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUB MONCLOA,https://www.turismo.gal/recurso/-/detalle/210720000340/pub-moncloa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Palma, nº 10 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PULPERIA AS CAMPAS,https://www.turismo.gal/recurso/-/detalle/r-po-003623/pulperia-as-campas?langId=es_ES&tp=24&ctre=142,"Calle Alghóndiga, nº 1 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUMPERNICKEL ARTISAN BAKERY,https://www.turismo.gal/recurso/-/detalle/210311001406/pumpernickel-artisan-bakery?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Sagasta , nº 22 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASTRO DE ANTIGÜEDADES,https://www.turismo.gal/recurso/-/detalle/35169/rastro-de-antigu-edades?langId=es_ES&tp=49&ctre=281,Praza do Teucro 36002 Pontevedra - Pontevedra,Feria especializada,,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,Regional,,,,,,,,,,,,,,,
"RAXEIRA, A",https://www.turismo.gal/recurso/-/detalle/v-po-005531/raxeira-a?langId=es_ES&tp=1001549&ctre=40000240,R/A ESTRADA 9 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REBUSCA,https://www.turismo.gal/recurso/-/detalle/15497/rebusca?langId=es_ES&tp=24&ctre=142,"Calle PASEO DE CERVANTES, nº 2 36000 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,"42º 25' 44.5"" N - 8º 38' 50.8"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RECTORAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/6834/rectoral-de-pontevedra?langId=es_ES&tp=9&ctre=38,Avenida Santa María Pontevedra - Pontevedra,Rectoral,,,,,"42º 26' 05.8"" N - 8º 38' 46.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,En la misma ciudad de Pontevedra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"REJA, LA",https://www.turismo.gal/recurso/-/detalle/v-po-000419/reja-la?langId=es_ES&tp=1001549&ctre=40000240,R/ISABEL II 11 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE ALCRIQUE,https://www.turismo.gal/recurso/-/detalle/151120000066/restaurante-alcrique?langId=es_ES&tp=24&ctre=142,"Calle Joaquín Costa, nº 25 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 616 709 346,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE ASIATICO OSAKA SUSHI XING LONG,https://www.turismo.gal/recurso/-/detalle/161205000013/restaurante-asiatico-osaka-sushi-xing-long?langId=es_ES&tp=24&ctre=142,"Calle Do Rouco, nº 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE BODEGÓN ARCA,https://www.turismo.gal/recurso/-/detalle/280382612/restaurante-bodegon-arca?langId=es_ES&tp=24&ctre=142,"Gerardo Álvarez Limeses, nº 9 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 845 719,,,"42º 25' 45.5"" N - 8º 38' 08.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE DOÑA PETRO,https://www.turismo.gal/recurso/-/detalle/181127000268/restaurante-dona-petro?langId=es_ES&tp=24&ctre=142,"San Pedro de Tomeza, nº 27 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 666 094 153,chefodelinzorrilla5@gmail.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE GALICIA PALACE,https://www.turismo.gal/recurso/-/detalle/240520000405/restaurante-galicia-palace?langId=es_ES&tp=24&ctre=142,"Avenida De Vigo, nº 3 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 864 411,reservas@galiciapalace.com,http://www.galiciapalace.com/,,http://www.galiciapalace.com/,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE HONG KONG,https://www.turismo.gal/recurso/-/detalle/15472/restaurante-hong-kong?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 3 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 626 961 191,info@vedramos.com,,"42º 25' 39.2"" N - 8º 38' 26.7"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE NONNA CLARA,https://www.turismo.gal/recurso/-/detalle/15559/restaurante-nonna-clara?langId=es_ES&tp=24&ctre=142,"Calle Santa Clara , nº 29 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 104 050,carlitosblan@gmail.com,,"42º 25' 56.8"" N - 8º 38' 22.7"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE O MUELLE,https://www.turismo.gal/recurso/-/detalle/11598/restaurante-o-muelle?langId=es_ES&tp=24&ctre=142,"Calle Puente, nº 17 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 674 017 468,susanapazosloureiro@gmail.com,,"42º 26' 05.4"" N - 8º 38' 43.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE PIZZERIA LA TAGLIATELLA,https://www.turismo.gal/recurso/-/detalle/180622000501/restaurante-pizzeria-la-tagliatella?langId=es_ES&tp=24&ctre=142,"Calle Cobián Roffignac, nº 6 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 112 820,tglp@norfoodgalicia.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESTAURANTE SAN MIGUEL,https://www.turismo.gal/recurso/-/detalle/15894/restaurante-san-miguel?langId=es_ES&tp=24&ctre=142,"Pazos, nº 74 36158 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 661 080 357,lucia.iglesias.lci@gmail.com,,"42º 24' 43.7"" N - 8º 36' 47.4"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RÍA DE VIGO,https://www.turismo.gal/recurso/-/detalle/9676/ria-de-vigo?langId=es_ES&tp=3&ctre=14,Pontevedra,Ría,,,,,"42º 14' 02.2"" N - 8º 43' 37.0"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIANXO,https://www.turismo.gal/recurso/-/detalle/11692/rianxo?langId=es_ES&tp=24&ctre=142,"Plaza Da Leña , nº 6 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 855 211,,,"42º 25' 57.6"" N - 8º 38' 35.0"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RÍAS BAJAS,https://www.turismo.gal/recurso/-/detalle/1985/rias-bajas?langId=es_ES&tp=22&ctre=129,"Calle Daniel de la Sota Valdecilla , nº 7 36001 Pontevedra - Pontevedra",Hotel,3 Estrellas,+34 986 855 100,contacto@hotelriasbajas.com,http://www.hotelriasbajas.com/,"42º 25' 48.3"" N - 8º 38' 34.9"" W",http://www.hotelriasbajas.com/,Camino Portugués | Camino Portugués de la costa,,,Admite perros | Admite tarjetas de crédito | Aire acondicionado | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción central | Cambio de moneda | Garaje de pago | Hab. fumadores / no fumadores | Habitaciónes con salón-suites | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Lavandería | Minibar | Restaurante | Sala de Reuniones | Salón de convenciones | Salón de estar | Secador pelo en habitaciones | Se habla francés | Se habla inglés | Servicio de canguro | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,Comida o cena | Desayuno,,,,,,,,,,Acceso Internet | Área de recepción | Fax | Fotocopiadora | Megafonía | Pantallas | Pizarra de papel | Proyección de cine | Proyectores | Salones divisibles | Servicio Postal | Tablones de anuncios | Vídeo,,,,,,,,,,,,,,,,,,,,Nombre | Clase | Cóctel | Restaurante | Teatro | U | Tambo+Cies+Ons 130 120 | Salón Tambo 25 30 | Salón Ons 12 20 25 20 | Salón Cies 30 70 90 60 25,,,,,
"RINCÓN MEXICANO, EL",https://www.turismo.gal/recurso/-/detalle/11696/rincon-mexicano-el?langId=es_ES&tp=24&ctre=142,"RÚA NOVA DE ARRIBA, , nº 11 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 845 251,,,"42º 25' 52.4"" N - 8º 39' 00.7"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RINCON PEREGRINO,https://www.turismo.gal/recurso/-/detalle/200103000024/rincon-peregrino-?langId=es_ES&tp=1001549&ctre=40000240,"Calle Eduardo Pondal , nº 9 36003 Pontevedra - Pontevedra",Café bar,,,dayne@asesoriaemprendedor.es,https://www.caylu.es/boxantar,,https://www.caylu.es/boxantar,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RÍO LÉREZ,https://www.turismo.gal/recurso/-/detalle/16821/rio-lerez?langId=es_ES&tp=1&ctre=9,Pontevedra,ZEC,Red natura 2000,,,,"42º 28' 05.5"" N - 8º 33' 56.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,"Desde Pontevedra la carretera N-541 discurre en paralelo al río, con varios desvíos (PO-223, PO-231).",,,,,,,,,,,,,,,,,,,"Tramo final hasta la desembocadura en la ría de Pontevedra. Ayuntamientos de Campo Lameiro, Cotobade y Pontevedra.","18,60 ha. LIC.",,,,,,,,,,,
RÍO LÉREZ,https://www.turismo.gal/recurso/-/detalle/190529000510/rio-lerez?langId=es_ES&tp=40003930&ctre=40000140,Pontevedra - Pontevedra,Naturaleza en el Camino,,,,,"42º 26' 06.2"" N - 8º 38' 40.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIZOS,https://www.turismo.gal/recurso/-/detalle/v-po-005296/rizos?langId=es_ES&tp=1001549&ctre=40000240,R/CRUZ ROJA 18 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROMÁN,https://www.turismo.gal/recurso/-/detalle/15605/roman?langId=es_ES&tp=24&ctre=142,"Avenida Augusto García Sánchez , nº 12 36003 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 843 560,restaurante@casaroman.com,http://www.casaroman.com/,"42º 25' 39.9"" N - 8º 38' 35.4"" W",http://www.casaroman.com/,Camino Portugués | Camino Portugués de la costa,Recomendado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROOM,https://www.turismo.gal/recurso/-/detalle/35021/room?langId=es_ES&tp=22&ctre=129,"Calle Profesor Filgueira Valverde , nº 10 36004 Pontevedra - Pontevedra",Hotel,2 Estrellas,+34 986 869 550,reservas@hotelroompontevedra.com,http://www.hotelroompontevedra.com/,"42º 25' 36.6"" N - 8º 38' 15.7"" W",http://www.hotelroompontevedra.com/,Camino Portugués | Camino Portugués de la costa,,,Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Ascensor | Calefacción central | Garaje de pago | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Teléfono en habitaciones | TV en habitaciones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSSLI,https://www.turismo.gal/recurso/-/detalle/170503000013/rossli-?langId=es_ES&tp=24&ctre=142,"Calle Estrada, nº 4 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 604 365 801,felipeheidy@gmail.com,,,,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RÚAS,https://www.turismo.gal/recurso/-/detalle/2501/ruas?langId=es_ES&tp=22&ctre=129,"Calle Padre Sarmiento , nº 20 36002 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 846 416,hotelruas@gmail.com,,"42º 25' 58.3"" N - 8º 38' 36.3"" W",,Camino Portugués | Camino Portugués de la costa,,,Admite perros | Admite tarjetas de crédito | Aire Acond. en habitaciones | Aire acondicionado | Antena parabólica | Ascensor | Bar-Cafetería | Caja Fuerte individual | Calefacción individual | Edificio histórico | Garaje de pago | Garaje gratuito | Hab. fumadores / no fumadores | Habitaciones familiares | Internet / wifi en zonas comunes | Internet en habitaciones / wifi | Jardín terraza | Lavandería | Restaurante | Sala de Reuniones | Secador pelo en habitaciones | Se habla inglés | Servicio de fax | Servicio de habitaciones 24 h. | Teléfono en habitaciones | TV en habitaciones,Desayuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RÚAS,https://www.turismo.gal/recurso/-/detalle/34504/ruas?langId=es_ES&tp=24&ctre=142,"Calle FIGUEROA, nº 35 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,+34 986 846 416,hotelruas@terra.es,,"42º 25' 57.9"" N - 8º 38' 36.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUAS,https://www.turismo.gal/recurso/-/detalle/v-po-006523/ruas?langId=es_ES&tp=1001549&ctre=40000240,FIGUEROA 37 PONTEVEDRA 36002 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUINAS DE SANTO DOMINGO,https://www.turismo.gal/recurso/-/detalle/3261/ruinas-de-santo-domingo?langId=es_ES&tp=8&ctre=34,Calle Montero Rios 36001 Pontevedra - Pontevedra,Convento,,,,http://www.museo.depo.es/museo/edificios/ga.01050001.html,"42º 25' 52.8"" N - 8º 38' 49.3"" W",http://www.museo.depo.es/museo/edificios/ga.01050001.html,Camino Portugués | Camino Portugués de la costa,,,,,,,,En el casco urbano de Pontevedra.,Bien de Interes Cultural,,,,,,,,,,,,,,,,,,,,,,,,,,,Gótico,Dominicos,,
RULA CERVECERÍA,https://www.turismo.gal/recurso/-/detalle/c-po-001162/rula-cerveceria?langId=es_ES&tp=1001550&ctre=40000242,"Calle Naranxo , nº 25 36002 Pontevedra - Pontevedra",Cafetería,,+34 651 108 426,moisesdigon@gmail.com,,"42º 25' 57.3"" N - 8º 38' 31.3"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUMORE LOUNGE-PUB,https://www.turismo.gal/recurso/-/detalle/v-po-002260/rumore-lounge-pub?langId=es_ES&tp=1001549&ctre=40000240,RUA VIRGEN DEL CAMINO NÚM. 9 36001 Pontevedra - Pontevedra,Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALA KARMA,https://www.turismo.gal/recurso/-/detalle/v-po-005294/sala-karma?langId=es_ES&tp=1001549&ctre=40000240,"Calle Marques de Riestra, nº 34 36001 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALA ZENNET,https://www.turismo.gal/recurso/-/detalle/241001000020/sala-zennet?langId=es_ES&tp=1001549,"Avenida Uruguay (Club Naval), nº s/n 36001 Pontevedra - Pontevedra",Café Bar,,,JAVIMORILUANCO@GMAIL.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALÓN DO LIBRO INFANTIL E XUVENIL,https://www.turismo.gal/recurso/-/detalle/280381738/salon-do-libro-infantil-e-xuvenil?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,,,"42º 26' 12.5"" N - 8º 38' 20.5"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,Anual,,,,,,,Comarcal,,,,,,,,,,,,,,,
"SAN BLAS, PARRILLADA",https://www.turismo.gal/recurso/-/detalle/11715/san-blas-parrillada?langId=es_ES&tp=24&ctre=142,"Rúa de San Blas, nº 34 36143 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 846 419,,,"42º 25' 07.8"" N - 8º 38' 31.7"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAN FRANCISCO,https://www.turismo.gal/recurso/-/detalle/3267/san-francisco?langId=es_ES&tp=8&ctre=34,"Plaza da Ferrería, nº s/n 36002 Pontevedra - Pontevedra",Convento,,+34 986 851 113,,,"42º 25' 53.0"" N - 8º 38' 34.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,Bien de Interes Cultural,,,,,,,,,,,,,,,,,,,,,,,,,,,,Franciscanos,,
SAN SALVADOR DE LÉREZ,https://www.turismo.gal/recurso/-/detalle/3693/san-salvador-de-lerez?langId=es_ES&tp=8&ctre=33,36156 Pontevedra - Pontevedra,Monasterio,,,,,"42º 26' 56.9"" N - 8º 37' 54.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,"Desde Pontevedra atravesar el puente del Burgo, por la N-550 dirección Santiago y recorrer 2 km hasta tomar un desvío a la derecha que señaliza el monasterio, tras 500 metros nos encontramos con él.",Bien de Interes Cultural,,,,,,,,,,,,,,,,,,,,,,,,,,,Barroco | Renacentista | Románico,Hoy sin orden religiosa | Benedictinos,,
SANTA CLARA,https://www.turismo.gal/recurso/-/detalle/15830/santa-clara?langId=es_ES&tp=24&ctre=142,"Santa Clara, 33 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,,"42º 25' 56.2"" N - 8º 38' 20.9"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CLARA,https://www.turismo.gal/recurso/-/detalle/33303/santa-clara?langId=es_ES&tp=67&ctre=135,"Calle Santa Clara , nº 31 36362 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 846 820,info@pensionsantaclara.es,,"42º 25' 56.4"" N - 8º 38' 21.8"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA CLARA,https://www.turismo.gal/recurso/-/detalle/4587/santa-clara?langId=es_ES&tp=8&ctre=34,"Santa Clara, nº s/n 36002 Pontevedra - Pontevedra",Convento,,,,,"42º 25' 59.0"" N - 8º 38' 30.9"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,En la misma ciudad de Pontevedra.,,,,,,,,,,,,,,,,,,,,,,,,,,,,Barroco | Gótico,Clarisas,,
SANTA CRISTINA,https://www.turismo.gal/recurso/-/detalle/v-po-007433/santa-cristina?langId=es_ES&tp=1001549&ctre=40000240,"BAJADA SANTA CRISTINA, 16 0 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA MARÍA,https://www.turismo.gal/recurso/-/detalle/11724/santa-maria?langId=es_ES&tp=24&ctre=142,"Avda. Santa María, 18 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 852 696,,,"42º 25' 59.3"" N - 8º 38' 50.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA ROSA,https://www.turismo.gal/recurso/-/detalle/v-po-007700/santa-rosa?langId=es_ES&tp=1001549&ctre=40000240,"Calle A Seca, nº 18 36002 Pontevedra - Pontevedra",Café bar,,,cancer_1316@hotmail.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTYAGO BY BORONA,https://www.turismo.gal/recurso/-/detalle/c-po-000712/santyago-by-borona?langId=es_ES&tp=1001550&ctre=40000242,"Calle Juan Bautista Andrade, nº 5 36005 Pontevedra - Pontevedra",Cafetería,,+34 629 304 350,boronaponte@hotmail.com,,"42º 26' 21.2"" N - 8º 38' 31.7"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAVOY RESTOBAR,https://www.turismo.gal/recurso/-/detalle/v-po-009260/savoy-restobar?langId=es_ES&tp=1001549&ctre=40000240,"Plaza OURENSE , nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCANDALE,https://www.turismo.gal/recurso/-/detalle/v-po-001929/scandale?langId=es_ES&tp=1001549&ctre=40000240,"Calle Isabel II , nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEARA,https://www.turismo.gal/recurso/-/detalle/240429000578/seara?langId=es_ES&tp=1001549&ctre=40000240,"Calle Echegaray, nº 27 36002 Pontevedra - Pontevedra",Café bar,,+34 620 123 964,ASESORIA@LOPEZTOUCEDA.COM,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEDE PRINCIPAL DO CONCELLO DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/26199/sede-principal-do-concello-de-pontevedra?langId=es_ES&tp=9&ctre=39,Calle Michelena 36002 Pontevedra - Pontevedra,Edificio singular,,,,,"42º 25' 53.0"" N - 8º 38' 45.2"" W",,Camino Portugués | Camino Portugués de la costa,,,,,,,,Núcleo urbano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEMPLICE,https://www.turismo.gal/recurso/-/detalle/v-po-003783/semplice?langId=es_ES&tp=1001549&ctre=40000240,"SAN BARTOLOMEU, nº 1 36002 Pontevedra - Pontevedra",Café bar,,,AUDYGEN@ECONOMISTAS.ORG,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENDA FLUVIAL DO RÍO LÉREZ,https://www.turismo.gal/recurso/-/detalle/210514000437/senda-fluvial-do-rio-lerez?langId=es_ES&tp=40004370,Pontevedra - Pontevedra,Paseos urbanos,,,,,"42º 26' 02.1"" N - 8º 38' 10.2"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,"Longitud: 6 km | Punto de Inicio: | Puente peatonal sobre el río Lérez 42°26'2.13""N / 8°38'10.20""W | Paseo Circular",,,,,,,,,,,,,,,"Senda fluvial del río Lérez  | Pontevedra es buena villa, da de beber a quien pasa |  | Esta senda parte desde el puente peatonal sobre el río Lérez, en el entorno del campus universitario, y tratándose de una senda circular podemos optar por comenzar por el margen derecho o izquiero del río siguiendo siempe un camino llano que transcurre pegado a la orilla.  |  | Si nos decidimos por la primera opción pasaremos por la playa fluvial y encontraremos también una zona de merendero, para ascender ligeramente después y llegar hasta el antiguo Balneario del Lérez. Este complejo fue construído en 1906 por Casimiro Gómez, emigrante retornado de Argentina que hizo de este lugar un gran centro cultural y de referencia termal donde se reunían gentes llegadas de diversos puntos de la Península, y que hoy aún conserva parte del edificio principal con la fuente de aguas medicinales en el interior.  |  | Desde ahí atravesamos el puente metálico hacia la otra orilla y emprendemos el camino de vuelta por un sendero de tierra que por momentos se va estrechando y aumentando su dificultad con subidas y bajadas fuertes, lo que representa una dificultad técnica para los recorridos en bicicleta.  |  | Después de aproximadamente 1 km volvemos a transitar por un camino llano y bien acondicionado que nos llevará hasta el punto de partida y que nos permite atender menos al lugar donde pisamos y más a las buenas vistas de este magnífico paraje fluvial.",Desniveles con escaleras | Terreno abrupto | Zonas de terreno resbaladizo
SIBUYA PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/210404000004/sibuya-pontevedra?langId=es_ES&tp=24&ctre=142,"Calle Michelena, nº 9 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,javier.romero@iurbanfood.com,,,,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIDRERIA MONTAÑÉS,https://www.turismo.gal/recurso/-/detalle/c-po-000900/sidreria-montanes?langId=es_ES&tp=1001550&ctre=40000242,"Calle González Zúñiga , nº 6 36001 Pontevedra - Pontevedra",Cafetería,,+34 986 101 594,,,"42º 25' 50.8"" N - 8º 38' 35.8"" W",,Camino Portugués,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
