nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas,municipio
CLUB NAVAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/28408/club-naval-de-pontevedra?langId=es_ES&tp=66&ctre=117,36002 Pontevedra - Pontevedra,Instal. náutico deportivas. Marítima,,+34 986 861 022,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CULTURGAL,https://www.turismo.gal/recurso/-/detalle/280381734/culturgal?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
ESCUELA DE PIRAGÜISMO CIUDAD DE PONTEVE.,https://www.turismo.gal/recurso/-/detalle/24259/escuela-de-piragu-ismo-ciudad-de-ponteve.?langId=es_ES&tp=85&ctre=172,"C/ Peregrina, 49 - 4ºC 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 844 015,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
ESTILOARAMAR,https://www.turismo.gal/recurso/-/detalle/280376657/estiloaramar?langId=es_ES&tp=55&ctre=1000141,"Calle Antón Fraguas, nº 5 36001 Pontevedra - Pontevedra",Talleres artesanales,,+34 986 854 588,aramarvi@gmail.com,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
EXPOMOBIL - FEIRA DE COCHES,https://www.turismo.gal/recurso/-/detalle/35186/expomobil-feira-de-coches?langId=es_ES&tp=49&ctre=281,Alexandre Bóveda 36005 Pontevedra - Pontevedra,Feria especializada,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
EXPOMOBIL - FEIRA DE COCHES USADOS,https://www.turismo.gal/recurso/-/detalle/36221/expomobil-feira-de-coches-usados?langId=es_ES&tp=49&ctre=281,Alex. Bóveda - Pazo da Cultura 36005 Pontevedra - Pontevedra,Feria especializada,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
FEIRA DAS CABAZAS,https://www.turismo.gal/recurso/-/detalle/35170/feira-das-cabazas?langId=es_ES&tp=49&ctre=281,Curros Enríquez 36002 Pontevedra - Pontevedra,Feria especializada,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
FEIRA DO MEL,https://www.turismo.gal/recurso/-/detalle/35171/feira-do-mel?langId=es_ES&tp=49&ctre=281,Praza da Verdura 36005 Pontevedra - Pontevedra,Feria especializada,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
FEIRA FRANCA,https://www.turismo.gal/recurso/-/detalle/35177/feira-franca?langId=es_ES&tp=49&ctre=284,36001 Pontevedra - Pontevedra,Mercado singular,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
GUÍAS GALAICOS,https://www.turismo.gal/recurso/-/detalle/230803000066/guias-galaicos?langId=es_ES&tp=85&ctre=172,"O Vilar, nº 1 36690 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
MERCADILLO,https://www.turismo.gal/recurso/-/detalle/35182/mercadillo?langId=es_ES&tp=49&ctre=283,Enxeñeiro Rafael Areses 36005 Pontevedra - Pontevedra,Mercadillo,feirón,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
MERCADILLO DE ESTRIBELA,https://www.turismo.gal/recurso/-/detalle/35174/mercadillo-de-estribela?langId=es_ES&tp=49&ctre=283,36910 Pontevedra - Pontevedra,Mercadillo,feirón,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
MERCADO MUNICIPAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/280378844/mercado-municipal-de-pontevedra?langId=es_ES&tp=39&ctre=223,"Calle La Sierra, nº 5 36002 Pontevedra - Pontevedra",Mercado de abastos,,,info@ponteabastos.com,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
MISSION SURF CLUB,https://www.turismo.gal/recurso/-/detalle/170525000654/mission-surf-club?langId=es_ES&tp=72&ctre=154,"Calle SAGASTA, nº 18 36001 Pontevedra - Pontevedra",Empresas de actividades de aventura o naturaleza,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
MISSION SURF SCHOOL,https://www.turismo.gal/recurso/-/detalle/200604000056/mission-surf-school?langId=es_ES&tp=85&ctre=172,"Rúa Peregrina , nº 48 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PASONORTE EXPEDICIONES,https://www.turismo.gal/recurso/-/detalle/210521000607/pasonorte-expediciones?langId=es_ES&tp=85&ctre=172,"San Antoniño , nº 28 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PONTIS-VETERIS-NAUTICA,https://www.turismo.gal/recurso/-/detalle/24780/pontis-veteris-nautica?langId=es_ES&tp=85&ctre=172,"C/ Marquesa, 3 - 3º F 36002 Pontevedra - Pontevedra",Empresas de actividades deportivas,,+34 986 843 762,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
RASTRO DE ANTIGÜEDADES,https://www.turismo.gal/recurso/-/detalle/35169/rastro-de-antigu-edades?langId=es_ES&tp=49&ctre=281,Praza do Teucro 36002 Pontevedra - Pontevedra,Feria especializada,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
SALÓN DO LIBRO INFANTIL E XUVENIL,https://www.turismo.gal/recurso/-/detalle/280381738/salon-do-libro-infantil-e-xuvenil?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
STOCK PONTEVEDRA – SALÓN DE OPORTUNIDADES,https://www.turismo.gal/recurso/-/detalle/280381735/stock-pontevedra-salon-de-oportunidades?langId=es_ES&tp=49&ctre=281,Lugar Pazo de Congresos e Exposicións 36005 Pontevedra - Pontevedra,Feria especializada,,,info@zonamonumental.es,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
THELOSTTOURIST,https://www.turismo.gal/recurso/-/detalle/180620000451/thelosttourist?langId=es_ES&tp=85&ctre=172,"Calle Sierra, nº 15 36001 Pontevedra - Pontevedra",Empresas de actividades deportivas,,,,Que Hacer,,,,,,,,,,,,,,,,,,,,,,Pontevedra
ALAMEDA E XARDÍNS DE VICENTI,https://www.turismo.gal/recurso/-/detalle/30880/alameda-e-xardins-de-vicenti?langId=es_ES&tp=5&ctre=18,Gran Vía de Montero Ríos 36001 Pontevedra - Pontevedra,Parque,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
BARRIO ANTIGO DA CIDADE DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/28473/barrio-antigo-da-cidade-de-pontevedra?langId=es_ES&tp=7&ctre=27,36001 Pontevedra - Pontevedra,Conjunto histórico,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
BARRIO DA MOUREIRA,https://www.turismo.gal/recurso/-/detalle/278095494/barrio-da-moureira?langId=es_ES&tp=10&ctre=63,36001 Pontevedra - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
BASÍLICA DE SANTA MARÍA A MAIOR,https://www.turismo.gal/recurso/-/detalle/3270/basilica-de-santa-maria-a-maior?langId=es_ES&tp=8&ctre=31,"Avenida de Santa María, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,realbasilica@planalfa.es,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CAPELA DA VIRXE PEREGRINA,https://www.turismo.gal/recurso/-/detalle/3271/capela-da-virxe-peregrina?langId=es_ES&tp=8&ctre=31,"Plaza da Peregrina, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CAPELA DE SAN ROQUE,https://www.turismo.gal/recurso/-/detalle/3273/capela-de-san-roque?langId=es_ES&tp=8&ctre=31,"Calle San Roque, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CASA CONSISTORIAL,https://www.turismo.gal/recurso/-/detalle/6817/casa-consistorial?langId=es_ES&tp=9&ctre=39,Plaza de España 36002 Pontevedra - Pontevedra,Edificio singular,,+34 986 804 300,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CASA DAS CARAS,https://www.turismo.gal/recurso/-/detalle/20528/casa-das-caras?langId=es_ES&tp=9&ctre=37,Plaza da Estrella 36002 Pontevedra - Pontevedra,Casa grande,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CASA DE GONZÁLEZ ZÚÑIGA,https://www.turismo.gal/recurso/-/detalle/26192/casa-de-gonzalez-zuniga?langId=es_ES&tp=9&ctre=39,"Calle González Zúñiga, nº 1 36001 Pontevedra - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CASA DO BARÓN,https://www.turismo.gal/recurso/-/detalle/26231/casa-do-baron?langId=es_ES&tp=9&ctre=36,"Calle Barón, nº 19 36002 Pontevedra - Pontevedra",Pazo,,+34 986 855 800,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CASA PLAZA PEREGRINA,https://www.turismo.gal/recurso/-/detalle/26194/casa-plaza-peregrina?langId=es_ES&tp=9&ctre=39,Plaza da Peregrina 36001 Pontevedra - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CASA VILLA PILAR,https://www.turismo.gal/recurso/-/detalle/26195/casa-villa-pilar?langId=es_ES&tp=9&ctre=39,Calle Marqués de Riestra 36001 Pontevedra - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
"CASAS DE FDEZ. LÓPEZ, DE CASTRO MONTEAGUDO,...",https://www.turismo.gal/recurso/-/detalle/30883/casas-de-fdez.-lopez-de-castro-monteagudo-...?langId=es_ES&tp=9&ctre=39,"Pasantería, 10-12 36002 Pontevedra - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CASAS HERRERÍAS,https://www.turismo.gal/recurso/-/detalle/26196/casas-herrerias?langId=es_ES&tp=9&ctre=39,Plaza da Herrería 36002 Pontevedra - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CEDROS DO HIMALAIA,https://www.turismo.gal/recurso/-/detalle/190527000485/cedros-do-himalaia?langId=es_ES&tp=40003930&ctre=40000140,Paseo de Cervantes 36001 Pontevedra - Pontevedra,Naturaleza en el Camino,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CENTRO DE INTERPRETACIÓN DAS TORRES ARCEBISPAIS,https://www.turismo.gal/recurso/-/detalle/280377030/centro-de-interpretacion-das-torres-arcebispais?langId=es_ES&tp=62&ctre=167,"Travesía do Mestre Mateo, nº 1 36002 Pontevedra - Pontevedra",Centros de interpretación,,+34 986 090 677,cita@pontevedra.eu,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DA BARCIA,https://www.turismo.gal/recurso/-/detalle/19307/cruceiro-de-animas-da-barcia?langId=es_ES&tp=10&ctre=56,36158 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DE FERREIROS,https://www.turismo.gal/recurso/-/detalle/19310/cruceiro-de-animas-de-ferreiros?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DA BARCIA,https://www.turismo.gal/recurso/-/detalle/19196/cruceiro-de-animas-da-barcia?langId=es_ES&tp=10&ctre=55,36158 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DA CARBALLEIRA,https://www.turismo.gal/recurso/-/detalle/19197/cruceiro-de-animas-da-carballeira?langId=es_ES&tp=10&ctre=55,36143 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DA CARBALLEIRA,https://www.turismo.gal/recurso/-/detalle/19308/cruceiro-de-animas-da-carballeira?langId=es_ES&tp=10&ctre=56,36143 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/19199/cruceiro-de-animas-das-cinco-ruas?langId=es_ES&tp=10&ctre=55,"Plaza de Roxelio Lois, nº s/n 36002 Pontevedra - Pontevedra",Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DAS CINCO RÚAS,https://www.turismo.gal/recurso/-/detalle/19309/cruceiro-de-animas-das-cinco-ruas?langId=es_ES&tp=10&ctre=56,"Plaza de Roxelio Lois, nº s/n 36002 Pontevedra - Pontevedra",Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DE CABALEIRO,https://www.turismo.gal/recurso/-/detalle/19202/cruceiro-de-animas-de-cabaleiro?langId=es_ES&tp=10&ctre=55,36157 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DE CABALEIRO,https://www.turismo.gal/recurso/-/detalle/19312/cruceiro-de-animas-de-cabaleiro?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DE FERREIROS,https://www.turismo.gal/recurso/-/detalle/19200/cruceiro-de-animas-de-ferreiros?langId=es_ES&tp=10&ctre=55,36157 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DEL PUENTE DEL RÍO RONS,https://www.turismo.gal/recurso/-/detalle/19201/cruceiro-de-animas-del-puente-del-rio-rons?langId=es_ES&tp=10&ctre=55,36152 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DEL PUENTE DEL RÍO RONS,https://www.turismo.gal/recurso/-/detalle/19311/cruceiro-de-animas-del-puente-del-rio-rons?langId=es_ES&tp=10&ctre=56,36152 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DO MOUCHO,https://www.turismo.gal/recurso/-/detalle/19203/cruceiro-de-animas-do-moucho?langId=es_ES&tp=10&ctre=55,36158 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS DO MOUCHO,https://www.turismo.gal/recurso/-/detalle/19313/cruceiro-de-animas-do-moucho?langId=es_ES&tp=10&ctre=56,36158 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS SOBRE TEJADO,https://www.turismo.gal/recurso/-/detalle/19204/cruceiro-de-animas-sobre-tejado?langId=es_ES&tp=10&ctre=55,36152 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO DE ÁNIMAS SOBRE TELLADO,https://www.turismo.gal/recurso/-/detalle/19314/cruceiro-de-animas-sobre-tellado?langId=es_ES&tp=10&ctre=56,36152 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO-ESMOLEIRO DE CASAS NOVAS,https://www.turismo.gal/recurso/-/detalle/19206/cruceiro-esmoleiro-de-casas-novas?langId=es_ES&tp=10&ctre=55,36168 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO-ESMOLEIRO DE CASAS NOVAS,https://www.turismo.gal/recurso/-/detalle/19315/cruceiro-esmoleiro-de-casas-novas?langId=es_ES&tp=10&ctre=56,36168 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO-ESMOLEIRO DE SANTA MARÍA DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/19208/cruceiro-esmoleiro-de-santa-maria-de-mourente?langId=es_ES&tp=10&ctre=55,36168 Pontevedra - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
CRUCEIRO-ESMOLEIRO DE SANTA MARÍA DE MOURENTE,https://www.turismo.gal/recurso/-/detalle/19317/cruceiro-esmoleiro-de-santa-maria-de-mourente?langId=es_ES&tp=10&ctre=56,36168 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
DIPUTACIÓN PROVINCIAL,https://www.turismo.gal/recurso/-/detalle/26247/diputacion-provincial?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,+34 986 804 100,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
EDIFICIO DA DEPUTACIÓN DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/26198/edificio-da-deputacion-de-pontevedra?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
EDIFICIO GRAN GARAXE,https://www.turismo.gal/recurso/-/detalle/26201/edificio-gran-garaxe?langId=es_ES&tp=9&ctre=39,"Calle Benito Corbal, nº 8 36001 Pontevedra - Pontevedra",Edificio singular,,+34 986 852 425,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
EDIFICIO SARMIENTO,https://www.turismo.gal/recurso/-/detalle/20529/edificio-sarmiento?langId=es_ES&tp=9&ctre=37,"Calle Padre Sarmiento, nº 51 36002 Pontevedra - Pontevedra",Casa grande,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
FONTE DA FERRERÍA,https://www.turismo.gal/recurso/-/detalle/17556/fonte-da-ferreria?langId=es_ES&tp=10&ctre=54,Plaza da Ferrería 36002 Pontevedra - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
IGREXA DE SAN BARTOLOMÉ,https://www.turismo.gal/recurso/-/detalle/3274/igrexa-de-san-bartolome?langId=es_ES&tp=8&ctre=31,"Calle Padre Sarmiento, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
IGREXA DE SANTA CLARA,https://www.turismo.gal/recurso/-/detalle/26226/igrexa-de-santa-clara?langId=es_ES&tp=8&ctre=31,"Santa Clara, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
IGREXA DE SANTA MARÍA DE PONTE SAMPAIO,https://www.turismo.gal/recurso/-/detalle/4634/igrexa-de-santa-maria-de-ponte-sampaio?langId=es_ES&tp=8&ctre=31,36690 Pontevedra - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
IGREXA ERMIDA DE SAN MAMEDE DE MOLDES,https://www.turismo.gal/recurso/-/detalle/3698/igrexa-ermida-de-san-mamede-de-moldes?langId=es_ES&tp=8&ctre=31,36164 Pontevedra - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
ILLA DAS ESCULTURAS,https://www.turismo.gal/recurso/-/detalle/31817/illa-das-esculturas?langId=es_ES&tp=5&ctre=18,Illa da Xunqueira. Rafael Areses 36005 Pontevedra - Pontevedra,Parque,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
INSTITUTO VALLE-INCLAN,https://www.turismo.gal/recurso/-/detalle/26227/instituto-valle-inclan?langId=es_ES&tp=9&ctre=39,Avenida Montero Ríos 36001 Pontevedra - Pontevedra,Edificio singular,,+34 986 855 362,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
MUSEO PROVINCIAL DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/402/museo-provincial-de-pontevedra?langId=es_ES&tp=13&ctre=75,"Calle Padre Amoedo Carballo, nº 3 36002 Pontevedra - Pontevedra",Museos y colecciones visitables,,+34 986 804 100,secretaria.museo@depo.gal,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PACITO DE MÉNDEZ NÚÑEZ,https://www.turismo.gal/recurso/-/detalle/20530/pacito-de-mendez-nunez?langId=es_ES&tp=9&ctre=37,"Plaza Méndez Núñez, s/n 36002 Pontevedra - Pontevedra",Casa grande,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PAZO DE GANDARÓN,https://www.turismo.gal/recurso/-/detalle/200617000338/pazo-de-gandaron?langId=es_ES&tp=9&ctre=36,"Calle Carballeira, nº 8 36143 Pontevedra - Pontevedra",Pazo,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PAZO DE LOURIZÁN,https://www.turismo.gal/recurso/-/detalle/19667/pazo-de-lourizan?langId=es_ES&tp=9&ctre=36,36153 Pontevedra - Pontevedra,Pazo,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PETO DA IGREXA DE SAN FRANCISCO,https://www.turismo.gal/recurso/-/detalle/18532/peto-da-igrexa-de-san-francisco?langId=es_ES&tp=10&ctre=56,"Plaza de la Herrería, s/n 36002 Pontevedra - Pontevedra",Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PETO DE ÁNIMAS DA RUÁS DAS ÁNIMAS,https://www.turismo.gal/recurso/-/detalle/18165/peto-de-animas-da-ruas-das-animas?langId=es_ES&tp=10&ctre=56,Rúa das Ánimas s/n 36002 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PETO DE ÁNIMAS DE RIBEIRO,https://www.turismo.gal/recurso/-/detalle/18529/peto-de-animas-de-ribeiro?langId=es_ES&tp=10&ctre=56,36157 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PETO DE ÁNIMAS DE TOMBO,https://www.turismo.gal/recurso/-/detalle/18530/peto-de-animas-de-tombo?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PETO DE ÁNIMAS DEL CAMIÑO VELLO DO RÍO,https://www.turismo.gal/recurso/-/detalle/18531/peto-de-animas-del-camino-vello-do-rio?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PETO DE ÁNIMAS DOS GARDAS CIVÍS,https://www.turismo.gal/recurso/-/detalle/18167/peto-de-animas-dos-gardas-civis?langId=es_ES&tp=10&ctre=56,36154 Pontevedra - Pontevedra,Peto de ánimas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PONTE DAS CORRENTES,https://www.turismo.gal/recurso/-/detalle/280382292/ponte-das-correntes?langId=es_ES&tp=9&ctre=42,Avenida Buenos Aires 36003 Pontevedra - Pontevedra,Puente,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PONTE DO BURGO,https://www.turismo.gal/recurso/-/detalle/19528/ponte-do-burgo?langId=es_ES&tp=9&ctre=42,Avenida do Uruguay 36001 Pontevedra - Pontevedra,Puente,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PONTE DO FERROCARRIL,https://www.turismo.gal/recurso/-/detalle/6841/ponte-do-ferrocarril?langId=es_ES&tp=9&ctre=42,Avda. do Uruguay 36002 Pontevedra - Pontevedra,Puente,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PONTE DOS TIRANTES,https://www.turismo.gal/recurso/-/detalle/6838/ponte-dos-tirantes?langId=es_ES&tp=9&ctre=42,Avenida Buenos Aires 36003 Pontevedra - Pontevedra,Puente,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PONTE ROMANO DE PONTE SAMPAIO,https://www.turismo.gal/recurso/-/detalle/19536/ponte-romano-de-ponte-sampaio?langId=es_ES&tp=9&ctre=42,36690 Pontevedra - Pontevedra,Puente,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PRAZA DA FERRERÍA,https://www.turismo.gal/recurso/-/detalle/30876/praza-da-ferreria?langId=es_ES&tp=9&ctre=40000080,Plaza da Ferrería 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PRAZA DA LEÑA,https://www.turismo.gal/recurso/-/detalle/6821/praza-da-lena?langId=es_ES&tp=9&ctre=40000080,Plaza da Leña 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PRAZA DA VERDURA,https://www.turismo.gal/recurso/-/detalle/30877/praza-da-verdura?langId=es_ES&tp=9&ctre=40000080,Plaza da Verdura 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PRAZA DE ABASTOS,https://www.turismo.gal/recurso/-/detalle/200616000291/praza-de-abastos?langId=es_ES&tp=9&ctre=40000080,"Calle Sierra, nº 5 36002 Pontevedra - Pontevedra",Conjuntos urbanos,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PRAZA DE BARCELOS,https://www.turismo.gal/recurso/-/detalle/280382357/praza-de-barcelos?langId=es_ES&tp=9&ctre=40000080,Plaza de Barcelos 36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
PRAZA DE ESPAÑA,https://www.turismo.gal/recurso/-/detalle/26228/praza-de-espana?langId=es_ES&tp=9&ctre=40000080,36002 Pontevedra - Pontevedra,Conjuntos urbanos,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,,Pontevedra
