nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad,horario_de_admisión:,servicios_convenciones,número_de_baños_o_aseos,nº_total_de_plazas_del_establecimiento,salones,tarjetas,servicios_enoturismo,más_información,distancia,soles_repsol,estrellas_michelin,situacion_visitas
FERVENZA DO REGO DE CABALEIROS,https://www.turismo.gal/recurso/-/detalle/211112000101/fervenza-do-rego-de-cabaleiros?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DE ESQUEIRO,https://www.turismo.gal/recurso/-/detalle/211015000154/fervenza-do-rego-de-esqueiro?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DE PORTO ARRANCO OU POZO NEGRO,https://www.turismo.gal/recurso/-/detalle/211112000105/fervenza-do-rego-de-porto-arranco-ou-pozo-negro?langId=es_ES&tp=40004330,Cuntis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DE SAN SALVADOR,https://www.turismo.gal/recurso/-/detalle/211124000219/fervenza-do-rego-de-san-salvador?langId=es_ES&tp=40004330,Meis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DO INFERNO,https://www.turismo.gal/recurso/-/detalle/220118000094/fervenza-do-rego-do-inferno?langId=es_ES&tp=40004330,Ponte Caldelas - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DOS FORNOS,https://www.turismo.gal/recurso/-/detalle/211118000137/fervenza-do-rego-dos-fornos?langId=es_ES&tp=40004330,Campo Lameiro - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO DOS MOUROS,https://www.turismo.gal/recurso/-/detalle/211210000053/fervenza-do-rego-dos-mouros?langId=es_ES&tp=40004330,Poio - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO SEGÓN,https://www.turismo.gal/recurso/-/detalle/211118000140/fervenza-do-rego-segon?langId=es_ES&tp=40004330,Forcarei - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGO VESACARBALLA,https://www.turismo.gal/recurso/-/detalle/211116000125/fervenza-do-rego-vesacarballa?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGUEIRO DE AGRELA,https://www.turismo.gal/recurso/-/detalle/211213000061/fervenza-do-regueiro-de-agrela?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGUEIRO DE COVELIÑO,https://www.turismo.gal/recurso/-/detalle/211111000095/fervenza-do-regueiro-de-covelino?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO REGUEIRO DO REGO,https://www.turismo.gal/recurso/-/detalle/211118000141/fervenza-do-regueiro-do-rego?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO RÍO BARREIRO,https://www.turismo.gal/recurso/-/detalle/211210000054/fervenza-do-rio-barreiro?langId=es_ES&tp=40004330,A Cañiza - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO TOXA,https://www.turismo.gal/recurso/-/detalle/210819000425/fervenza-do-toxa?langId=es_ES&tp=40004330,Silleda - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO VAL DE SALGUEIRO,https://www.turismo.gal/recurso/-/detalle/211118000142/fervenza-do-val-de-salgueiro?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DO XALÓN,https://www.turismo.gal/recurso/-/detalle/211118000143/fervenza-do-xalon?langId=es_ES&tp=40004330,Vigo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DOS CASARIÑOS,https://www.turismo.gal/recurso/-/detalle/210819000426/fervenza-dos-casarinos?langId=es_ES&tp=40004330,Fornelos de Montes - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA DOS MUÍÑOS DA FREIXA,https://www.turismo.gal/recurso/-/detalle/211213000066/fervenza-dos-muinos-da-freixa-?langId=es_ES&tp=40004330,Poio - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZA OU SALTO DA BURATA,https://www.turismo.gal/recurso/-/detalle/211110000087/fervenza-ou-salto-da-burata?langId=es_ES&tp=40004330,Silleda - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DA FRAGA,https://www.turismo.gal/recurso/-/detalle/211123000204/fervenzas-da-fraga?langId=es_ES&tp=40004330,Moaña - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DA ROCHA OU POZOS DA FREIXA,https://www.turismo.gal/recurso/-/detalle/210927000306/fervenzas-da-rocha-ou-pozos-da-freixa?langId=es_ES&tp=40004330,Ponte Caldelas - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DE ABELAÍDO,https://www.turismo.gal/recurso/-/detalle/210927000308/fervenzas-de-abelaido?langId=es_ES&tp=40004330,A Lama - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DE ARANZA,https://www.turismo.gal/recurso/-/detalle/211124000213/fervenzas-de-aranza?langId=es_ES&tp=40004330,Soutomaior - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DE CAVADOSA,https://www.turismo.gal/recurso/-/detalle/210927000313/fervenzas-de-cavadosa?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DE COTO GRANDE,https://www.turismo.gal/recurso/-/detalle/210715000280/fervenzas-de-coto-grande?langId=es_ES&tp=40004330,Fornelos de Montes - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DE PONTE,https://www.turismo.gal/recurso/-/detalle/211125000228/fervenzas-de-ponte?langId=es_ES&tp=40004330,Silleda - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DE PRESQUEIRAS,https://www.turismo.gal/recurso/-/detalle/211125000221/fervenzas-de-presqueiras?langId=es_ES&tp=40004330,Forcarei - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DE RAXOI E PARAFITA,https://www.turismo.gal/recurso/-/detalle/210823000443/fervenzas-de-raxoi-e-parafita?langId=es_ES&tp=40004330,Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO ALMOFREI,https://www.turismo.gal/recurso/-/detalle/210823000441/fervenzas-do-almofrei?langId=es_ES&tp=40004330,Cerdedo-Cotobade - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO CALVO,https://www.turismo.gal/recurso/-/detalle/210929000330/fervenzas-do-calvo?langId=es_ES&tp=40004330,A Cañiza - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO FOLÓN E PICÓN,https://www.turismo.gal/recurso/-/detalle/211125000220/fervenzas-do-folon-e-picon?langId=es_ES&tp=40004330,O Rosal - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO INFERNO,https://www.turismo.gal/recurso/-/detalle/211117000133/fervenzas-do-inferno?langId=es_ES&tp=40004330,Soutomaior - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO PEREIRO,https://www.turismo.gal/recurso/-/detalle/210823000442/fervenzas-do-pereiro?langId=es_ES&tp=40004330,Poio - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO REGO DA ARMENTEIRA,https://www.turismo.gal/recurso/-/detalle/211214000073/fervenzas-do-rego-da-armenteira?langId=es_ES&tp=40004330,Meis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO REGO DA PATELA,https://www.turismo.gal/recurso/-/detalle/211125000225/fervenzas-do-rego-da-patela?langId=es_ES&tp=40004330,Cuntis - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO RÍO BOUZÓS OU FERVENZAS DE COIRO,https://www.turismo.gal/recurso/-/detalle/211214000074/fervenzas-do-rio-bouzos-ou-fervenzas-de-coiro?langId=es_ES&tp=40004330,Cangas - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO RÍO CAL,https://www.turismo.gal/recurso/-/detalle/211124000218/fervenzas-do-rio-cal?langId=es_ES&tp=40004330,O Rosal - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO RÍO CARAÑO,https://www.turismo.gal/recurso/-/detalle/211014000142/fervenzas-do-rio-carano?langId=es_ES&tp=40004330,Covelo - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVENZAS DO RÍO VILADESUSO OU BOI,https://www.turismo.gal/recurso/-/detalle/220121000129/fervenzas-do-rio-viladesuso-ou-boi?langId=es_ES&tp=40004330,Oia - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FERVIDE,https://www.turismo.gal/recurso/-/detalle/16345/fervide?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FIGUEIRAS (ILLAS CIES),https://www.turismo.gal/recurso/-/detalle/10481/figueiras-illas-cies-?langId=es_ES&tp=3&ctre=15,36005 Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DA FALPERRA,https://www.turismo.gal/recurso/-/detalle/17537/fonte-da-falperra?langId=es_ES&tp=10&ctre=54,Falperra 36202 Vigo - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DA FERRERÍA,https://www.turismo.gal/recurso/-/detalle/17556/fonte-da-ferreria?langId=es_ES&tp=10&ctre=54,Plaza da Ferrería 36002 Pontevedra - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DA GÁNDARA,https://www.turismo.gal/recurso/-/detalle/17549/fonte-da-gandara?langId=es_ES&tp=10&ctre=54,Avenida Enrique Peinador 36890 Mondariz-Balneario - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DA GÁNDARA,https://www.turismo.gal/recurso/-/detalle/181130000345/fonte-da-gandara?langId=es_ES&tp=9&ctre=39,"Plaza Fundadores, nº 4 36890 Mondariz-Balneario - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DA MARQUESA DE SOUTOMAIOR,https://www.turismo.gal/recurso/-/detalle/17552/fonte-da-marquesa-de-soutomaior?langId=es_ES&tp=10&ctre=54,36391 Soutomaior - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DA PRAZA DA PRINCESA,https://www.turismo.gal/recurso/-/detalle/17538/fonte-da-praza-da-princesa?langId=es_ES&tp=10&ctre=54,Plaza de la Princesa 36202 Vigo - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DE CETA,https://www.turismo.gal/recurso/-/detalle/181116000139/fonte-de-ceta?langId=es_ES&tp=10&ctre=54,Plaza de Ceta 36300 Baiona - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DE SANTA LUCÍA,https://www.turismo.gal/recurso/-/detalle/17555/fonte-de-santa-lucia?langId=es_ES&tp=10&ctre=54,36817 Pazos de Borbén - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DE SANTA MARÍA DE DARBO,https://www.turismo.gal/recurso/-/detalle/17547/fonte-de-santa-maria-de-darbo?langId=es_ES&tp=10&ctre=54,36949 Cangas - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DE SANTIAGO,https://www.turismo.gal/recurso/-/detalle/17548/fonte-de-santiago?langId=es_ES&tp=10&ctre=54,Plaza da Igrexa 36940 Cangas - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DE TRONCOSO,https://www.turismo.gal/recurso/-/detalle/181130000342/fonte-de-troncoso?langId=es_ES&tp=9&ctre=39,Paseo do Tea 36890 Mondariz-Balneario - Pontevedra,Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DO CRISTO,https://www.turismo.gal/recurso/-/detalle/17551/fonte-do-cristo?langId=es_ES&tp=10&ctre=54,Servando Ramilo 36400 O Porriño - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DO FIAL,https://www.turismo.gal/recurso/-/detalle/280381706/fonte-do-fial?langId=es_ES&tp=4&ctre=16,36890 Mondariz-Balneario - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DO POMBAL,https://www.turismo.gal/recurso/-/detalle/181116000144/fonte-do-pombal?langId=es_ES&tp=10&ctre=54,nº 5 36393 Baiona - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE DO TRONCOSO,https://www.turismo.gal/recurso/-/detalle/17550/fonte-do-troncoso?langId=es_ES&tp=10&ctre=54,Paseo del Tea 36890 Mondariz-Balneario - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE E LAVADOIRO DO HÍO,https://www.turismo.gal/recurso/-/detalle/211222000179/fonte-e-lavadoiro-do-hio?langId=es_ES&tp=10&ctre=54,Calle da Fontenova 36945 Cangas - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE FERREIRA,https://www.turismo.gal/recurso/-/detalle/211222000180/fonte-ferreira?langId=es_ES&tp=10&ctre=54,Avenida de Moaña 36940 Cangas - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTE PASEO ALFONSO XII,https://www.turismo.gal/recurso/-/detalle/17539/fonte-paseo-alfonso-xii?langId=es_ES&tp=10&ctre=54,Alfonso XII 36202 Vigo - Pontevedra,Fuente,pozo,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTEMAIOR,https://www.turismo.gal/recurso/-/detalle/9787/fontemaior?langId=es_ES&tp=3&ctre=15,36992 Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTENLA,https://www.turismo.gal/recurso/-/detalle/11365/fontenla?langId=es_ES&tp=3&ctre=15,36990 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FONTEXELO,https://www.turismo.gal/recurso/-/detalle/272100922/fontexelo?langId=es_ES&tp=3&ctre=15,Moaña - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FORTALEZA DE MONTERREAL,https://www.turismo.gal/recurso/-/detalle/6745/fortaleza-de-monterreal?langId=es_ES&tp=9&ctre=40,"Calle Jesús Valverde, nº s/n 36300 Baiona - Pontevedra","Castillo, torre, fortaleza",,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FOXOS,https://www.turismo.gal/recurso/-/detalle/9748/foxos?langId=es_ES&tp=3&ctre=15,36990 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FOZ,https://www.turismo.gal/recurso/-/detalle/268707453/foz?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FRAGA DE CATASÓS,https://www.turismo.gal/recurso/-/detalle/16827/fraga-de-catasos?langId=es_ES&tp=1&ctre=5,Lalín - Pontevedra,Monumento natural,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FRANCÓN,https://www.turismo.gal/recurso/-/detalle/10468/francon?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FREIXA DA CHAMOSA,https://www.turismo.gal/recurso/-/detalle/211124000215/freixa-da-chamosa?langId=es_ES&tp=40004330,Forcarei - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FREIXA DAS LAXES,https://www.turismo.gal/recurso/-/detalle/211015000160/freixa-das-laxes?langId=es_ES&tp=40004330,Moraña - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FREIXA DE LIÑARES,https://www.turismo.gal/recurso/-/detalle/210819000424/freixa-de-linares?langId=es_ES&tp=40004330,A Lama - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
FUNDACIÓN LAXEIRO,https://www.turismo.gal/recurso/-/detalle/9124/fundacion-laxeiro?langId=es_ES&tp=13&ctre=75,"Calle Policarpo Sánz, nº 15 36202 Vigo - Pontevedra",Museos y colecciones visitables,,+34 986 438 475,fundacion@laxeiro.org,Que visitar,,,,,,,,,,,,,,,,,,,,,
GANCHINO,https://www.turismo.gal/recurso/-/detalle/268480163/ganchino?langId=es_ES&tp=3&ctre=15,Cambados - Pontevedra,Playa,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
GÁNDARAS DE BUDIÑO,https://www.turismo.gal/recurso/-/detalle/16777/gandaras-de-budino?langId=es_ES&tp=1&ctre=9,Pontevedra,ZEC,Red natura 2000,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
GARAXE AMERICANO,https://www.turismo.gal/recurso/-/detalle/26645/garaxe-americano?langId=es_ES&tp=9&ctre=39,"Avenida García Barbón, nº 28 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
GRABADOS RUPESTRES DE PORTELA DA LAXE,https://www.turismo.gal/recurso/-/detalle/20642/grabados-rupestres-de-portela-da-laxe?langId=es_ES&tp=11&ctre=67,36121 Cerdedo-Cotobade - Pontevedra,Petroglifo,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
GRAN HOTEL DA ILLA DA TOXA,https://www.turismo.gal/recurso/-/detalle/171227000117/gran-hotel-da-illa-da-toxa?langId=es_ES&tp=9&ctre=39,"Calle Condesa, nº 2 36991 O Grove - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
GRUPO DE CASAS DE BENITO SANJURJO,https://www.turismo.gal/recurso/-/detalle/26646/grupo-de-casas-de-benito-sanjurjo?langId=es_ES&tp=9&ctre=39,"Avenida Urzaiz, nº 11-23 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
GUIDOIRO AREOSO,https://www.turismo.gal/recurso/-/detalle/190522000395/guidoiro-areoso?langId=es_ES&tp=40003930&ctre=40000140,A Illa de Arousa - Pontevedra,Naturaleza en el Camino,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO CASA RECT. DE BARCIELA,https://www.turismo.gal/recurso/-/detalle/3816/horreo-casa-rect.-de-barciela?langId=es_ES&tp=10&ctre=58,Barciela Forcarei - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DA CASA DA BREA. ARBIÁN,https://www.turismo.gal/recurso/-/detalle/19845/horreo-da-casa-da-brea.-arbian?langId=es_ES&tp=10&ctre=58,36586 Vila de Cruces - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DA TULLA DE SUEIRO,https://www.turismo.gal/recurso/-/detalle/11131/horreo-da-tulla-de-sueiro?langId=es_ES&tp=10&ctre=58,36580 Vila de Cruces - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE A BARCIELA,https://www.turismo.gal/recurso/-/detalle/19846/horreo-de-a-barciela?langId=es_ES&tp=10&ctre=58,36558 Forcarei - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE A RISCA,https://www.turismo.gal/recurso/-/detalle/17397/horreo-de-a-risca?langId=es_ES&tp=10&ctre=58,O Porriño - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE AMOEDO,https://www.turismo.gal/recurso/-/detalle/19847/horreo-de-amoedo?langId=es_ES&tp=10&ctre=58,36840 Pazos de Borbén - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE CACHAFEIRO,https://www.turismo.gal/recurso/-/detalle/3849/horreo-de-cachafeiro?langId=es_ES&tp=10&ctre=58,36556 Forcarei - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE CERNADELO,https://www.turismo.gal/recurso/-/detalle/3856/horreo-de-cernadelo?langId=es_ES&tp=10&ctre=58,36569 Forcarei - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE MALBURGO,https://www.turismo.gal/recurso/-/detalle/3817/horreo-de-malburgo?langId=es_ES&tp=10&ctre=58,36556 Forcarei - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE MOGOR,https://www.turismo.gal/recurso/-/detalle/17366/horreo-de-mogor?langId=es_ES&tp=10&ctre=58,36911 Marín - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DE MOURENTÁN,https://www.turismo.gal/recurso/-/detalle/17396/horreo-de-mourentan?langId=es_ES&tp=10&ctre=58,36439 Arbo - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO DO MOSTEIRO DE POIO,https://www.turismo.gal/recurso/-/detalle/240403000068/horreo-do-mosteiro-de-poio?langId=es_ES&tp=10&ctre=58,36995 Poio - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREO EN O CHAFAREIRO,https://www.turismo.gal/recurso/-/detalle/19853/horreo-en-o-chafareiro?langId=es_ES&tp=10&ctre=58,36556 Forcarei - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREOS DEL CONJUNTO HISTÓRICO-ARTÍSTICO DE COMBARRO,https://www.turismo.gal/recurso/-/detalle/19882/horreos-del-conjunto-historico-artistico-de-combarro?langId=es_ES&tp=10&ctre=58,36993 Poio - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HÓRREOS DEL PAZO DE ALMUIÑA,https://www.turismo.gal/recurso/-/detalle/19859/horreos-del-pazo-de-almuina?langId=es_ES&tp=10&ctre=58,36439 Arbo - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
HOSPITAL REAL,https://www.turismo.gal/recurso/-/detalle/20456/hospital-real?langId=es_ES&tp=9&ctre=37,"Hospital, nº 7 36630 Cambados - Pontevedra",Casa grande,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA PARROQUIAL DE SAN MAMEDE DE LOUREZA,https://www.turismo.gal/recurso/-/detalle/190114000155/igrexa-parroquial-de-san-mamede-de-loureza?langId=es_ES&tp=8&ctre=31,"Carretera de Loureza, nº 7 36779 Oia - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA CONVENTO DE VILAVELLA,https://www.turismo.gal/recurso/-/detalle/5838/igrexa-convento-de-vilavella?langId=es_ES&tp=8&ctre=31,Redondela - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA CORAZÓN DE MARÍA,https://www.turismo.gal/recurso/-/detalle/5088/igrexa-corazon-de-maria?langId=es_ES&tp=8&ctre=31,"Plaza da Constitución, nº s/n 36600 Vilagarcía de Arousa - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DA PASTORIZA,https://www.turismo.gal/recurso/-/detalle/24167/igrexa-da-pastoriza?langId=es_ES&tp=8&ctre=31,"La Pastoriza, s/n 36620 Vilanova de Arousa - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DE DENA,https://www.turismo.gal/recurso/-/detalle/4580/igrexa-de-dena?langId=es_ES&tp=8&ctre=31,36967 Meaño - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DE FONTECARMOA,https://www.turismo.gal/recurso/-/detalle/240628000858/igrexa-de-fontecarmoa?langId=es_ES&tp=8&ctre=31,"Calle Fontecarmoa, nº 65 36600 Vilagarcía de Arousa - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DE PARAÑOS CON ESCUDO DOS OZORES E CEMITERIO VELLO,https://www.turismo.gal/recurso/-/detalle/220223000279/igrexa-de-paranos-con-escudo-dos-ozores-e-cemiterio-vello?langId=es_ES&tp=8&ctre=31,36877 Covelo - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DE SAN ANDRÉS DE CEDEIRA,https://www.turismo.gal/recurso/-/detalle/5841/igrexa-de-san-andres-de-cedeira?langId=es_ES&tp=8&ctre=31,36812 Redondela - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DE SAN BARTOLOMÉ,https://www.turismo.gal/recurso/-/detalle/3274/igrexa-de-san-bartolome?langId=es_ES&tp=8&ctre=31,"Calle Padre Sarmiento, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DE SAN BARTOLOMEU DE REBORDÁNS,https://www.turismo.gal/recurso/-/detalle/4597/igrexa-de-san-bartolomeu-de-rebordans?langId=es_ES&tp=8&ctre=31,36712 Tui - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
IGREXA DE SAN BARTOLOMEU DE SEIXIDO,https://www.turismo.gal/recurso/-/detalle/4653/igrexa-de-san-bartolomeu-de-seixido?langId=es_ES&tp=8&ctre=31,36835 A Lama - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,,,,,,,,,,,,,
