nombre,link,direccion,tipo,categoria,telefono,email,fuente,coordenadas,web,tipos_de_servicios,regímenes,habitaciones,plazas_totales_calculadas,situacion_caminos_de_santiago,alquiler,accesibilidad
ÁREA RECREATIVA DE A SALETA,https://www.turismo.gal/recurso/-/detalle/16579/area-recreativa-de-a-saleta?langId=es_ES&tp=4&ctre=16,36547 Silleda - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA DE PEÑA DE FRANCIA,https://www.turismo.gal/recurso/-/detalle/16475/area-recreativa-de-pena-de-francia?langId=es_ES&tp=4&ctre=16,36887 A Cañiza - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA DE QUIREZA,https://www.turismo.gal/recurso/-/detalle/16641/area-recreativa-de-quireza?langId=es_ES&tp=4&ctre=16,Cerdedo-Cotobade - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA DE RUBINDO,https://www.turismo.gal/recurso/-/detalle/280381654/area-recreativa-de-rubindo?langId=es_ES&tp=4&ctre=16,36475 Salceda de Caselas - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA DE TOMONDE,https://www.turismo.gal/recurso/-/detalle/16640/area-recreativa-de-tomonde?langId=es_ES&tp=4&ctre=16,Cerdedo-Cotobade - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA DO RUBAL,https://www.turismo.gal/recurso/-/detalle/280381637/area-recreativa-do-rubal?langId=es_ES&tp=4&ctre=16,36474 Salceda de Caselas - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
ÁREA RECREATIVA OS BIDUEIROS,https://www.turismo.gal/recurso/-/detalle/16601/area-recreativa-os-bidueiros?langId=es_ES&tp=4&ctre=16,A Cañiza - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
AREALONGA,https://www.turismo.gal/recurso/-/detalle/268741680/arealonga?langId=es_ES&tp=3&ctre=15,Redondela - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREAS,https://www.turismo.gal/recurso/-/detalle/9767/areas?langId=es_ES&tp=3&ctre=15,36966 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREAS GORDAS,https://www.turismo.gal/recurso/-/detalle/9746/areas-gordas?langId=es_ES&tp=3&ctre=15,36990 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AREEIROS,https://www.turismo.gal/recurso/-/detalle/269287655/areeiros?langId=es_ES&tp=3&ctre=15,Vilaboa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ARGAZADA,https://www.turismo.gal/recurso/-/detalle/30565/argazada?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ARNELES,https://www.turismo.gal/recurso/-/detalle/10473/arneles?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ARRIBAS BRANCAS,https://www.turismo.gal/recurso/-/detalle/268644476/arribas-brancas?langId=es_ES&tp=3&ctre=15,Nigrán - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AS CANAS,https://www.turismo.gal/recurso/-/detalle/11405/as-canas?langId=es_ES&tp=3&ctre=15,36391 Nigrán - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AS CANTEIRAS,https://www.turismo.gal/recurso/-/detalle/280381752/as-canteiras?langId=es_ES&tp=4&ctre=16,36990 Sanxenxo - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
AS CANTEIRAS,https://www.turismo.gal/recurso/-/detalle/280381753/as-canteiras?langId=es_ES&tp=4&ctre=17,36990 Sanxenxo - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
AS CONFORCADAS,https://www.turismo.gal/recurso/-/detalle/280381588/as-conforcadas?langId=es_ES&tp=4&ctre=16,36470 Salceda de Caselas - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
AS DORNAS (ILLA DE ONS),https://www.turismo.gal/recurso/-/detalle/11380/as-dornas-illa-de-ons-?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AS EXTREMAS,https://www.turismo.gal/recurso/-/detalle/280381361/as-extremas?langId=es_ES&tp=4&ctre=16,As Extremas 36858 Cerdedo-Cotobade - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
AS FONTES,https://www.turismo.gal/recurso/-/detalle/10505/as-fontes?langId=es_ES&tp=3&ctre=15,36208 Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AS LOUCENZAS,https://www.turismo.gal/recurso/-/detalle/280381496/as-loucenzas?langId=es_ES&tp=4&ctre=16,"Estrada Baiona, PO 552 36780 A Guarda - Pontevedra",Área de recreo,,,,Que visitar,,,,,,,,,
AS LOUCENZAS,https://www.turismo.gal/recurso/-/detalle/280381498/as-loucenzas?langId=es_ES&tp=4&ctre=17,A Guarda - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
AS PATIÑAS,https://www.turismo.gal/recurso/-/detalle/10102/as-patinas?langId=es_ES&tp=3&ctre=15,36627 Vilanova de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
AS SINAS,https://www.turismo.gal/recurso/-/detalle/10093/as-sinas?langId=es_ES&tp=3&ctre=15,36629 Vilanova de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
ATALAIA,https://www.turismo.gal/recurso/-/detalle/181130000340/atalaia?langId=es_ES&tp=9&ctre=40,Paseo Marítimo 36780 A Guarda - Pontevedra,"Castillo, torre, fortaleza",,,,Que visitar,,,,,,,,,
BAIXO MIÑO,https://www.turismo.gal/recurso/-/detalle/16776/baixo-mino?langId=es_ES&tp=1&ctre=9,"Pontevedra
Ourense",ZEC,Red natura 2000,,,Que visitar,,,,,,,,,
BALEELA,https://www.turismo.gal/recurso/-/detalle/16339/baleela?langId=es_ES&tp=3&ctre=15,O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BALTAR,https://www.turismo.gal/recurso/-/detalle/9778/baltar?langId=es_ES&tp=3&ctre=15,36970 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BALUARTE,https://www.turismo.gal/recurso/-/detalle/268694851/baluarte?langId=es_ES&tp=3&ctre=15,Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BAMIO,https://www.turismo.gal/recurso/-/detalle/11353/bamio?langId=es_ES&tp=3&ctre=15,36618 Vilagarcía de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BANCO DE VIGO,https://www.turismo.gal/recurso/-/detalle/26732/banco-de-vigo?langId=es_ES&tp=9&ctre=39,"Calle Colón, esquina Policarpo Sanz 36201 Vigo - Pontevedra",Edificio singular,,,,Que visitar,,,,,,,,,
BANDA DE RÍO,https://www.turismo.gal/recurso/-/detalle/10458/banda-de-rio?langId=es_ES&tp=3&ctre=15,36930 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BARBEIRA,https://www.turismo.gal/recurso/-/detalle/10523/barbeira?langId=es_ES&tp=3&ctre=15,36300 Baiona - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BARCELA,https://www.turismo.gal/recurso/-/detalle/9701/barcela?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BARRA (ESPACIO NATURAL CABO HOME),https://www.turismo.gal/recurso/-/detalle/10484/barra-espacio-natural-cabo-home-?langId=es_ES&tp=3&ctre=15,36945 Cangas - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BARRANCO DA TOXEIRA,https://www.turismo.gal/recurso/-/detalle/210923000277/barranco-da-toxeira?langId=es_ES&tp=40004330,A Estrada - Pontevedra,Cascadas,,,,Que visitar,,,,,,,,,
BARREIRIÑO,https://www.turismo.gal/recurso/-/detalle/269110297/barreirino?langId=es_ES&tp=3&ctre=15,O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BARREIRO,https://www.turismo.gal/recurso/-/detalle/9716/barreiro?langId=es_ES&tp=3&ctre=15,O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BARREIROS,https://www.turismo.gal/recurso/-/detalle/9765/barreiros?langId=es_ES&tp=3&ctre=15,36960 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BARRIO ANTIGO DA CIDADE DE PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/28473/barrio-antigo-da-cidade-de-pontevedra?langId=es_ES&tp=7&ctre=27,36001 Pontevedra - Pontevedra,Conjunto histórico,,,,Que visitar,,,,,,,,,
BARRIO DA MOUREIRA,https://www.turismo.gal/recurso/-/detalle/278095494/barrio-da-moureira?langId=es_ES&tp=10&ctre=63,36001 Pontevedra - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
BARRIO DE BOUZAS,https://www.turismo.gal/recurso/-/detalle/278276966/barrio-de-bouzas?langId=es_ES&tp=10&ctre=63,Vigo - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
BARRIO DE LORDELO,https://www.turismo.gal/recurso/-/detalle/278142388/barrio-de-lordelo?langId=es_ES&tp=10&ctre=63,O Grove - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
BARRIO DE PORTO MELOXO,https://www.turismo.gal/recurso/-/detalle/278142419/barrio-de-porto-meloxo?langId=es_ES&tp=10&ctre=63,O Grove - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
BARRIO DO OUTEIRO,https://www.turismo.gal/recurso/-/detalle/211222000181/barrio-do-outeiro?langId=es_ES&tp=9&ctre=40000080,Barrio do Outeiro 36940 Cangas - Pontevedra,Conjuntos urbanos,,,,Que visitar,,,,,,,,,
BASCUAS,https://www.turismo.gal/recurso/-/detalle/9750/bascuas?langId=es_ES&tp=3&ctre=15,36990 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BASÍLICA DE SANTA MARÍA A MAIOR,https://www.turismo.gal/recurso/-/detalle/3270/basilica-de-santa-maria-a-maior?langId=es_ES&tp=8&ctre=31,"Avenida de Santa María, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,realbasilica@planalfa.es,Que visitar,,,,,,,,,
BELUSO,https://www.turismo.gal/recurso/-/detalle/10134/beluso?langId=es_ES&tp=3&ctre=15,36939 Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BICO DA RAN,https://www.turismo.gal/recurso/-/detalle/268479871/bico-da-ran?langId=es_ES&tp=3&ctre=15,Cambados - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BOEIRO,https://www.turismo.gal/recurso/-/detalle/36813/boeiro?langId=es_ES&tp=9&ctre=44,Vigo - Pontevedra,Faro,,,,Que visitar,,,,,,,,,
BRAÑAS DE XESTOSO,https://www.turismo.gal/recurso/-/detalle/16833/branas-de-xestoso?langId=es_ES&tp=1&ctre=9,Pontevedra,ZEC,Red natura 2000,,,Que visitar,,,,,,,,,
BURATO DA LONDRA,https://www.turismo.gal/recurso/-/detalle/16346/burato-da-londra?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
BURGO MARIÑEIRO DE VILAXOÁN,https://www.turismo.gal/recurso/-/detalle/278276982/burgo-marineiro-de-vilaxoan?langId=es_ES&tp=10&ctre=63,Vilagarcía de Arousa - Pontevedra,Conjunto singular,,,,Que visitar,,,,,,,,,
CABANAS,https://www.turismo.gal/recurso/-/detalle/268743000/cabanas?langId=es_ES&tp=3&ctre=15,Redondela - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CABECEIRA,https://www.turismo.gal/recurso/-/detalle/9796/cabeceira?langId=es_ES&tp=3&ctre=15,36994 Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CABO SILLEIRO,https://www.turismo.gal/recurso/-/detalle/16828/cabo-silleiro?langId=es_ES&tp=4&ctre=17,Estrada Baiona - A Guarda Desvío Cabo Silleiro 36309 Baiona - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
CABO UDRA,https://www.turismo.gal/recurso/-/detalle/16807/cabo-udra?langId=es_ES&tp=1&ctre=9,Pontevedra,ZEC,Red natura 2000,,,Que visitar,,,,,,,,,
CABODEIRO,https://www.turismo.gal/recurso/-/detalle/10440/cabodeiro?langId=es_ES&tp=3&ctre=15,36626 A Illa de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CAEIRO,https://www.turismo.gal/recurso/-/detalle/15780/caeiro?langId=es_ES&tp=3&ctre=15,36992 Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CALVARIO DE BEMBRIVE,https://www.turismo.gal/recurso/-/detalle/18407/calvario-de-bembrive?langId=es_ES&tp=10&ctre=55,36214 Vigo - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,
CALVARIO DE SANTA MARÍA DE VIDE,https://www.turismo.gal/recurso/-/detalle/18011/calvario-de-santa-maria-de-vide?langId=es_ES&tp=10&ctre=55,36446 As Neves - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,
CALVARIO DE TABAGÓN,https://www.turismo.gal/recurso/-/detalle/19023/calvario-de-tabagon?langId=es_ES&tp=10&ctre=55,36760 O Rosal - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,
CALVARIO DO CEMITERIO DE SANTA MARÍA DE ARBO,https://www.turismo.gal/recurso/-/detalle/19010/calvario-do-cemiterio-de-santa-maria-de-arbo?langId=es_ES&tp=10&ctre=55,36430 Arbo - Pontevedra,Cruceiro,,,,Que visitar,,,,,,,,,
CALVELO,https://www.turismo.gal/recurso/-/detalle/20210/calvelo?langId=es_ES&tp=4&ctre=16,36120 Cerdedo-Cotobade - Pontevedra,Área de recreo,,,,Que visitar,,,,,,,,,
CALZOA,https://www.turismo.gal/recurso/-/detalle/10506/calzoa?langId=es_ES&tp=3&ctre=15,36212 Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CAMAXE,https://www.turismo.gal/recurso/-/detalle/258852417/camaxe?langId=es_ES&tp=3&ctre=15,36626 A Illa de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CAMAXIÑAS,https://www.turismo.gal/recurso/-/detalle/268472425/camaxinas?langId=es_ES&tp=3&ctre=15,A Illa de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CAMPAMENTO,https://www.turismo.gal/recurso/-/detalle/10097/campamento?langId=es_ES&tp=3&ctre=15,36629 Vilanova de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CAMPELO,https://www.turismo.gal/recurso/-/detalle/9795/campelo?langId=es_ES&tp=3&ctre=15,36994 Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANABAL,https://www.turismo.gal/recurso/-/detalle/268560971/canabal?langId=es_ES&tp=3&ctre=15,Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANASTRO DE SAN MARTIÑO,https://www.turismo.gal/recurso/-/detalle/25089/canastro-de-san-martino?langId=es_ES&tp=10&ctre=58,36131 Cerdedo-Cotobade - Pontevedra,Hórreo o conjunto singular,,,,Que visitar,,,,,,,,,
CANELAS,https://www.turismo.gal/recurso/-/detalle/10437/canelas?langId=es_ES&tp=3&ctre=15,36611 Vilagarcía de Arousa - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANELAS,https://www.turismo.gal/recurso/-/detalle/9718/canelas?langId=es_ES&tp=3&ctre=15,36988 O Grove - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANELAS,https://www.turismo.gal/recurso/-/detalle/9754/canelas?langId=es_ES&tp=3&ctre=15,36979 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANELIÑAS,https://www.turismo.gal/recurso/-/detalle/9755/canelinas?langId=es_ES&tp=3&ctre=15,36970 Sanxenxo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANEXOL (ILLA DE ONS),https://www.turismo.gal/recurso/-/detalle/268790142/canexol-illa-de-ons-?langId=es_ES&tp=3&ctre=15,Bueu - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANIDO,https://www.turismo.gal/recurso/-/detalle/10127/canido?langId=es_ES&tp=3&ctre=15,36390 Vigo - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CANO DOS MOUROS,https://www.turismo.gal/recurso/-/detalle/180112000099/cano-dos-mouros?langId=es_ES&tp=4&ctre=17,Oia - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
CANTEIRA,https://www.turismo.gal/recurso/-/detalle/9783/canteira?langId=es_ES&tp=3&ctre=15,36993 Poio - Pontevedra,Playa,,,,Que visitar,,,,,,,,,
CAPELA DA CRUZADA,https://www.turismo.gal/recurso/-/detalle/280381564/capela-da-cruzada?langId=es_ES&tp=4&ctre=17,Barrio da Cruzada 36780 A Guarda - Pontevedra,Mirador,,,,Que visitar,,,,,,,,,
CAPELA DA ENCARNACIÓN,https://www.turismo.gal/recurso/-/detalle/5093/capela-da-encarnacion?langId=es_ES&tp=8&ctre=31,36629 Vilanova de Arousa - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA NOSA SEÑORA DO CASTRO,https://www.turismo.gal/recurso/-/detalle/3777/capela-da-nosa-senora-do-castro?langId=es_ES&tp=8&ctre=31,36569 Forcarei - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA NOSA SEÑORA DO PEGO,https://www.turismo.gal/recurso/-/detalle/4659/capela-da-nosa-senora-do-pego?langId=es_ES&tp=8&ctre=31,36558 Cerdedo-Cotobade - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA OLIVA DO CASTELO DE SALVATERRA,https://www.turismo.gal/recurso/-/detalle/25757/capela-da-oliva-do-castelo-de-salvaterra?langId=es_ES&tp=8&ctre=31,"Plaza do Castelo, s/n 36450 Salvaterra de Miño - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA PASTORA,https://www.turismo.gal/recurso/-/detalle/30874/capela-da-pastora?langId=es_ES&tp=8&ctre=31,Monte de A Pastora 36630 Cambados - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA VALVANERA,https://www.turismo.gal/recurso/-/detalle/180522000327/capela-da-valvanera?langId=es_ES&tp=8&ctre=31,Paseo Narciso Pérez 36630 Cambados - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA VIRXE DA LUZ,https://www.turismo.gal/recurso/-/detalle/5550/capela-da-virxe-da-luz?langId=es_ES&tp=8&ctre=31,36457 Salvaterra de Miño - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA VIRXE DO CARME,https://www.turismo.gal/recurso/-/detalle/5552/capela-da-virxe-do-carme?langId=es_ES&tp=8&ctre=31,36457 Salvaterra de Miño - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA VIRXE PEREGRINA,https://www.turismo.gal/recurso/-/detalle/3271/capela-da-virxe-peregrina?langId=es_ES&tp=8&ctre=31,"Plaza da Peregrina, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DA XESTOSA,https://www.turismo.gal/recurso/-/detalle/210825000462/capela-da-xestosa?langId=es_ES&tp=8&ctre=31,36873 Covelo - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DAS ANGUSTIAS,https://www.turismo.gal/recurso/-/detalle/24153/capela-das-angustias?langId=es_ES&tp=8&ctre=31,36629 Vilanova de Arousa - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DAS ANGUSTIAS,https://www.turismo.gal/recurso/-/detalle/4535/capela-das-angustias?langId=es_ES&tp=8&ctre=31,36586 Vila de Cruces - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DAS DORES DE FRINXO,https://www.turismo.gal/recurso/-/detalle/270828461/capela-das-dores-de-frinxo?langId=es_ES&tp=8&ctre=31,36700 Tui - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE CASTRO DE ORTO,https://www.turismo.gal/recurso/-/detalle/190405000077/capela-de-castro-de-orto?langId=es_ES&tp=8&ctre=31,36119 Campo Lameiro - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE LAXOSO,https://www.turismo.gal/recurso/-/detalle/4661/capela-de-laxoso?langId=es_ES&tp=8&ctre=31,36116 Cerdedo-Cotobade - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE MOSTEIRO,https://www.turismo.gal/recurso/-/detalle/5099/capela-de-mosteiro?langId=es_ES&tp=8&ctre=31,"Avenida de Cambados, nº 88 36637 Meis - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE PAREDES,https://www.turismo.gal/recurso/-/detalle/190405000078/capela-de-paredes?langId=es_ES&tp=8&ctre=31,36119 Campo Lameiro - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN AMARO,https://www.turismo.gal/recurso/-/detalle/211210000052/capela-de-san-amaro?langId=es_ES&tp=8&ctre=31,Calle San Amaro 36945 Cangas - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN AMARO,https://www.turismo.gal/recurso/-/detalle/5092/capela-de-san-amaro?langId=es_ES&tp=8&ctre=31,"Plaza San Marcos, s/n 36620 Vilanova de Arousa - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN ANTÓN,https://www.turismo.gal/recurso/-/detalle/190124000384/capela-de-san-anton?langId=es_ES&tp=8&ctre=31,Plaza San Antón 36980 O Grove - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN ANTONIO,https://www.turismo.gal/recurso/-/detalle/180219000171/capela-de-san-antonio?langId=es_ES&tp=8&ctre=31,36430 Arbo - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN ANTONIO DE GARELLAS,https://www.turismo.gal/recurso/-/detalle/3771/capela-de-san-antonio-de-garellas?langId=es_ES&tp=8&ctre=31,36556 Forcarei - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN BARTOLOMÉ,https://www.turismo.gal/recurso/-/detalle/211210000055/capela-de-san-bartolome?langId=es_ES&tp=8&ctre=31,Calle da Capela 36945 Cangas - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN BIEITO,https://www.turismo.gal/recurso/-/detalle/191016000139/capela-de-san-bieito?langId=es_ES&tp=8&ctre=31,36657 Portas - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN BIEITO,https://www.turismo.gal/recurso/-/detalle/220223000291/capela-de-san-bieito?langId=es_ES&tp=8&ctre=31,Plaza San Benito O Porriño - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN BIEITO,https://www.turismo.gal/recurso/-/detalle/4534/capela-de-san-bieito?langId=es_ES&tp=8&ctre=31,36585 Vila de Cruces - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN BLAS,https://www.turismo.gal/recurso/-/detalle/190405000079/capela-de-san-blas?langId=es_ES&tp=8&ctre=31,36117 Campo Lameiro - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN BLAS,https://www.turismo.gal/recurso/-/detalle/211214000075/capela-de-san-blas?langId=es_ES&tp=8&ctre=31,"Calle San Blas, nº s/n 36949 Cangas - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN CAETANO,https://www.turismo.gal/recurso/-/detalle/270828468/capela-de-san-caetano?langId=es_ES&tp=8&ctre=31,36729 Tui - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN CAMPIO,https://www.turismo.gal/recurso/-/detalle/220224000293/capela-de-san-campio?langId=es_ES&tp=8&ctre=31,O Porriño - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN CAMPIO,https://www.turismo.gal/recurso/-/detalle/4536/capela-de-san-campio?langId=es_ES&tp=8&ctre=31,36580 Vila de Cruces - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN CARALAMPIO,https://www.turismo.gal/recurso/-/detalle/4588/capela-de-san-caralampio?langId=es_ES&tp=8&ctre=31,"Illa da Toxa, nº s/n 36989 O Grove - Pontevedra",Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN COSME E SAN DAMIÁN,https://www.turismo.gal/recurso/-/detalle/211214000079/capela-de-san-cosme-e-san-damian?langId=es_ES&tp=8&ctre=31,36947 Cangas - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN FINS,https://www.turismo.gal/recurso/-/detalle/180219000188/capela-de-san-fins?langId=es_ES&tp=8&ctre=31,36436 Arbo - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN LOURENZO,https://www.turismo.gal/recurso/-/detalle/211215000128/capela-de-san-lourenzo?langId=es_ES&tp=8&ctre=31,Calle San Lourenzo 36945 Cangas - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN LOURENZO. PEDRE,https://www.turismo.gal/recurso/-/detalle/4657/capela-de-san-lourenzo.-pedre?langId=es_ES&tp=8&ctre=31,36139 Cerdedo-Cotobade - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN MAMEDE,https://www.turismo.gal/recurso/-/detalle/5079/capela-de-san-mamede?langId=es_ES&tp=8&ctre=31,36645 Valga - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN PAIO,https://www.turismo.gal/recurso/-/detalle/201126000121/capela-de-san-paio?langId=es_ES&tp=8&ctre=31,O Porriño - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN PEDRO,https://www.turismo.gal/recurso/-/detalle/180223000247/capela-de-san-pedro?langId=es_ES&tp=8&ctre=31,36430 Arbo - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN PEDRO,https://www.turismo.gal/recurso/-/detalle/190405000090/capela-de-san-pedro?langId=es_ES&tp=8&ctre=31,36117 Campo Lameiro - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN PEDRO,https://www.turismo.gal/recurso/-/detalle/211215000129/capela-de-san-pedro?langId=es_ES&tp=8&ctre=31,Calle San Pedro 36949 Cangas - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN PEDRO,https://www.turismo.gal/recurso/-/detalle/4609/capela-de-san-pedro?langId=es_ES&tp=8&ctre=31,36890 Mondariz-Balneario - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN PEDRO MÁRTIR,https://www.turismo.gal/recurso/-/detalle/191016000155/capela-de-san-pedro-martir?langId=es_ES&tp=8&ctre=31,36657 Portas - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN RAMÓN DE GRES,https://www.turismo.gal/recurso/-/detalle/5884/capela-de-san-ramon-de-gres?langId=es_ES&tp=8&ctre=31,Vila de Cruces - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
CAPELA DE SAN ROQUE,https://www.turismo.gal/recurso/-/detalle/190122000355/capela-de-san-roque?langId=es_ES&tp=8&ctre=31,Travesía San Roque 36650 Caldas de Reis - Pontevedra,Iglesia,,,,Que visitar,,,,,,,,,
